Count of jobtitle,,
Row Labels,Total,probablity
boot closer,17,0.000265729
boot dealer,1,1.56311E-05
boot finisher,7,0.000109418
boot fitter,2,3.12622E-05
boot laster,1,1.56311E-05
boot liner,1,1.56311E-05
boot machinist,3,4.68933E-05
boot maker,31,0.000484564
boot maker & repairer,1,1.56311E-05
boot manufacturer,7,0.000109418
boot merchant,1,1.56311E-05
boot operative,1,1.56311E-05
boot operator,1,1.56311E-05
boot repairer,9,0.00014068
boot retailer,1,1.56311E-05
boot rivetter,4,6.25244E-05
boot salesman,1,1.56311E-05
boot shopkeeper,1,1.56311E-05
boot warehouse man,1,1.56311E-05
bootbinder,2,3.12622E-05
bootcloser,4,6.25244E-05
bootfinisher,1,1.56311E-05
bootlaster,2,3.12622E-05
bootmaker,163,0.00254787
bootmakers assistant,1,1.56311E-05
boots,1,1.56311E-05
boots at hotel,1,1.56311E-05
boots at public house,1,1.56311E-05
boring mill operator (machine tool factory),2,3.12622E-05
borough analyst,1,1.56311E-05
borough analyst & corporation chemist,1,1.56311E-05
borough council lab,1,1.56311E-05
borough transport trolley bus conductor,1,1.56311E-05
boroughs calculating machine in office,1,1.56311E-05
bort beader,1,1.56311E-05
bosun sailmaker,1,1.56311E-05
botanist,1,1.56311E-05
bottle blower,1,1.56311E-05
bottle maker,3,4.68933E-05
bottle merchant,1,1.56311E-05
bottlemaker,9,0.00014068
bottler,2,3.12622E-05
bottom sawyer,1,1.56311E-05
box maker,6,9.37866E-05
box maker (cardboard),1,1.56311E-05
box manufacturer,1,1.56311E-05
box office cashier at local theatre,1,1.56311E-05
"box tenter, woollen mill",1,1.56311E-05
box-maker,1,1.56311E-05
boxmaker,4,6.25244E-05
boy artificer rn,1,1.56311E-05
brace bit maker,2,3.12622E-05
brace maker,1,1.56311E-05
bracebit forger,1,1.56311E-05
braid maker,1,1.56311E-05
braid tenter,2,3.12622E-05
brakeguardsman (railway),1,1.56311E-05
brakesman,1,1.56311E-05
brakesman (at coal mine),1,1.56311E-05
brakesman (railway),1,1.56311E-05
"branch manager, assurance society",1,1.56311E-05
"branch manager, shipping business",1,1.56311E-05
"branch manager, tobacconists shop",1,1.56311E-05
brash finishers apprentice,1,1.56311E-05
brass and copper wire manufacturer,1,1.56311E-05
brass bedstead maker,1,1.56311E-05
brass caster,4,6.25244E-05
brass drawer,1,1.56311E-05
brass dresser,5,7.81555E-05
brass finisher,32,0.000500195
brass fitter,1,1.56311E-05
brass fitter and turner,1,1.56311E-05
brass foudnry owner,1,1.56311E-05
brass founder,30,0.000468933
brass founders production line worker,1,1.56311E-05
brass foundryman,1,1.56311E-05
brass moulder,11,0.000171942
brass moulder (foundry worker),1,1.56311E-05
brass polisher,1,1.56311E-05
brass tube charger,1,1.56311E-05
brass tube manufacturer,1,1.56311E-05
brass turner,3,4.68933E-05
brass turner and gas fitter,1,1.56311E-05
brass warehouseman,1,1.56311E-05
brass winder,1,1.56311E-05
brass woker,1,1.56311E-05
brass worker,4,6.25244E-05
brassfounder,13,0.000203204
brasspan manufacturer,1,1.56311E-05
brazier,11,0.000171942
brazier and tinman,1,1.56311E-05
bread baker,7,0.000109418
bread baker (master),1,1.56311E-05
bread maker,2,3.12622E-05
bread van driver,1,1.56311E-05
breaksman on railway,1,1.56311E-05
brever's man,1,1.56311E-05
brewer,102,0.001594373
brewer labourer,1,1.56311E-05
brewer's drayman,1,1.56311E-05
brewer's foreman,1,1.56311E-05
brewer/maltster,1,1.56311E-05
brewers agent,2,3.12622E-05
brewers asst,1,1.56311E-05
brewers clerk,9,0.00014068
brewers collector,1,1.56311E-05
brewers drayman,6,9.37866E-05
brewers engineman,1,1.56311E-05
brewers foreman,4,6.25244E-05
brewers lab,2,3.12622E-05
brewers labourer,10,0.000156311
brewers servant,5,7.81555E-05
brewers traveller,2,3.12622E-05
brewery clerk,5,7.81555E-05
brewery drayman,4,6.25244E-05
brewery foreman,1,1.56311E-05
brewery furnace man,1,1.56311E-05
brewery lab,1,1.56311E-05
brewery labourer,5,7.81555E-05
brewery manager,1,1.56311E-05
brewery worker,3,4.68933E-05
brick & tile maker,4,6.25244E-05
brick and tile maker,1,1.56311E-05
brick and tile manufacturer,1,1.56311E-05
brick and tile merchant,1,1.56311E-05
brick layer,4,6.25244E-05
brick maker,9,0.00014068
brick manufacturer,3,4.68933E-05
brick manufacturer and contractor,1,1.56311E-05
brick setter,4,6.25244E-05
brick works owner,1,1.56311E-05
brick yard labourer,1,1.56311E-05
brick yard owner,1,1.56311E-05
bricker,1,1.56311E-05
bricklayer,489,0.007643611
bricklayer (mason),1,1.56311E-05
bricklayer and furnace liner,1,1.56311E-05
bricklayer and mason,1,1.56311E-05
bricklayer in iron foundry,1,1.56311E-05
bricklayer mason,2,3.12622E-05
"bricklayer, mason",1,1.56311E-05
bricklayer's lab,2,3.12622E-05
bricklayer's labourer,5,7.81555E-05
bricklayers foreman,1,1.56311E-05
bricklayers lab,2,3.12622E-05
bricklayers labourer,7,0.000109418
bricklayers mate,1,1.56311E-05
brickmaker,132,0.002063306
brickmaker (colliery),1,1.56311E-05
brickmaker (working on railway),1,1.56311E-05
brickmaker colliery,1,1.56311E-05
bricksetter,5,7.81555E-05
brickworks labourer,1,1.56311E-05
brickworks manager,2,3.12622E-05
brickyard fitter,1,1.56311E-05
brickyard foreman,2,3.12622E-05
brickyard labourer,3,4.68933E-05
brickyard owner,1,1.56311E-05
bridge painter,1,1.56311E-05
bridgework rivetter,1,1.56311E-05
bridle bit maker,1,1.56311E-05
bridle cutter,1,1.56311E-05
brigade wheeler,1,1.56311E-05
brigadier general,1,1.56311E-05
brigadier in salvation army,1,1.56311E-05
brightsmith,1,1.56311E-05
"bristle worker, brushmaking",1,1.56311E-05
bristol channel pilot,1,1.56311E-05
british army officer,1,1.56311E-05
british company land leatherwork,1,1.56311E-05
brittania metal caster,2,3.12622E-05
brittania metal spinner,1,1.56311E-05
broker,16,0.000250098
brokers clerk,1,1.56311E-05
bronze & brass founder,1,1.56311E-05
broom-maker,1,1.56311E-05
brownware potter,1,1.56311E-05
brush & bellows maker,1,1.56311E-05
brush drawer,3,4.68933E-05
brush finisher,3,4.68933E-05
brush maker,20,0.000312622
brush maker and turner,1,1.56311E-05
brush manufacturer,4,6.25244E-05
brushmaker,40,0.000625244
brushwasher,1,1.56311E-05
bucket maker,3,4.68933E-05
buffer,1,1.56311E-05
buffer girl,1,1.56311E-05
buffet attendant - railway station,1,1.56311E-05
builder,334,0.005220789
builder (mason),1,1.56311E-05
builder (master),3,4.68933E-05
builder & bricklayer,1,1.56311E-05
builder & contractor,4,6.25244E-05
builder and bricklayer,1,1.56311E-05
builder and contractor,3,4.68933E-05
builder and decorator,6,9.37866E-05
"builder, master (dockyards)",1,1.56311E-05
builder's carter,3,4.68933E-05
builder's foreman,1,1.56311E-05
builder's labourer,5,7.81555E-05
builders carter,1,1.56311E-05
builders clerk,6,9.37866E-05
"builders clerk, manager",1,1.56311E-05
builders estimater,1,1.56311E-05
builders estimating clerk,1,1.56311E-05
builders foreman,2,3.12622E-05
builders general foreman,1,1.56311E-05
builders joiner,1,1.56311E-05
builders lab,3,4.68933E-05
builders labourer,14,0.000218835
builders merchant,1,1.56311E-05
builders plasterer,2,3.12622E-05
builders surveyor,1,1.56311E-05
building contractor,17,0.000265729
building contractor's clerk,1,1.56311E-05
building department foreman,1,1.56311E-05
building lab,1,1.56311E-05
building society cashier,2,3.12622E-05
building society clerk,1,1.56311E-05
building supervisor,1,1.56311E-05
building surveyor,1,1.56311E-05
building trade,1,1.56311E-05
building tradesman,2,3.12622E-05
building works manager,1,1.56311E-05
buildings quantity surveyor,2,3.12622E-05
bull furnaceman,1,1.56311E-05
burgh officer,1,1.56311E-05
burgh officer / town bellman,1,1.56311E-05
burler,1,1.56311E-05
burler and mender,2,3.12622E-05
burler and mender  (woolen mill),1,1.56311E-05
burler mender,2,3.12622E-05
"burnisher, foreman",1,1.56311E-05
bus company traffic manager,1,1.56311E-05
bus conductor,6,9.37866E-05
bus conductoress,1,1.56311E-05
bus conductress,5,7.81555E-05
bus driver,13,0.000203204
bus engineer's labourer,1,1.56311E-05
bus inspector,1,1.56311E-05
bus washer,1,1.56311E-05
busines owner grocery,1,1.56311E-05
business merchant corn exchange,1,1.56311E-05
business owner,2,3.12622E-05
"business partner, furskin dressing firm",1,1.56311E-05
"business partner, piano makers",1,1.56311E-05
businessman,5,7.81555E-05
"businessman, officer & dir of buildings/loans",1,1.56311E-05
butcher,668,0.010441579
butcher (manager),1,1.56311E-05
butcher (master),1,1.56311E-05
butcher & slaughterer,1,1.56311E-05
butcher and slaughterman,1,1.56311E-05
butcher master,1,1.56311E-05
butcher's assistant,1,1.56311E-05
butcher's cashier,1,1.56311E-05
butcher's knife hafter,1,1.56311E-05
butcher's manager,1,1.56311E-05
butchers assistant,4,6.25244E-05
butchers cutter,1,1.56311E-05
butchers foreman,1,1.56311E-05
butchers manager,1,1.56311E-05
butchers shop and slaughterhouse owner,1,1.56311E-05
butchers shop labourer,1,1.56311E-05
butchers slaughterman,1,1.56311E-05
butler,61,0.000953497
butler & steward,2,3.12622E-05
butter dealer,2,3.12622E-05
butter factor,2,3.12622E-05
butter merchant,1,1.56311E-05
buttery hand,1,1.56311E-05
button carder (outworker),2,3.12622E-05
button finisher,1,1.56311E-05
button maker,6,9.37866E-05
button presser,1,1.56311E-05
button turner,1,1.56311E-05
buyer,3,4.68933E-05
buyer for dept store,1,1.56311E-05
buyer in engineering firm,1,1.56311E-05
buyer of lace and millinery articles,1,1.56311E-05
"buyer, department store",1,1.56311E-05
c of e vicar,1,1.56311E-05
cab driver,29,0.000453302
cab man,1,1.56311E-05
cab master,2,3.12622E-05
cab owner,4,6.25244E-05
cab proprietor,38,0.000593982
cabbie,1,1.56311E-05
cabinet carver,1,1.56311E-05
cabinet case maker (cutlers),1,1.56311E-05
cabinet maker,280,0.00437671
cabinet maker (shipyards),1,1.56311E-05
cabinet maker and french polisher,1,1.56311E-05
cabinet maker's clerk,1,1.56311E-05
cabinet packer,1,1.56311E-05
cabinet salesman,1,1.56311E-05
cabinet stamper,1,1.56311E-05
cabinet turner,1,1.56311E-05
cabinetmaker,2,3.12622E-05
cable engineer & electrician,1,1.56311E-05
cable factory worker,2,3.12622E-05
cable joiner (for electricity board),1,1.56311E-05
cable machine driver,1,1.56311E-05
cable maker,1,1.56311E-05
cable operator,1,1.56311E-05
cable telegraphist,1,1.56311E-05
cable vulcaniser,1,1.56311E-05
cable worker,1,1.56311E-05
cabman,7,0.000109418
cafe cashier,1,1.56311E-05
cafe manager,1,1.56311E-05
cafe owner,2,3.12622E-05
cafe proprietor,2,3.12622E-05
cafe waitress,3,4.68933E-05
cafe worker,1,1.56311E-05
cake shop manageress,1,1.56311E-05
calenderer,2,3.12622E-05
calica print works labourer,1,1.56311E-05
calico block printer,1,1.56311E-05
calico engraver,1,1.56311E-05
calico print manager,2,3.12622E-05
calico printer,6,9.37866E-05
calico printers salesman,1,1.56311E-05
calico printers warehouseman,1,1.56311E-05
calico printworks labourer,2,3.12622E-05
callenderer,1,1.56311E-05
"canadian army, soldier",1,1.56311E-05
canal boat builder,3,4.68933E-05
canal boatman,3,4.68933E-05
canal boatwoman,1,1.56311E-05
canal labourer,1,1.56311E-05
canal legger,1,1.56311E-05
canal lock keeper,1,1.56311E-05
canal official,1,1.56311E-05
candlemaker,1,1.56311E-05
candlestick maker,1,1.56311E-05
cane seat maker,1,1.56311E-05
caner,1,1.56311E-05
canteen assistant,1,1.56311E-05
canteen assistant (raf base),1,1.56311E-05
canteen hand,1,1.56311E-05
canteen manageress,1,1.56311E-05
canteen owner,1,1.56311E-05
canteen supervisor,1,1.56311E-05
canvas merchant,1,1.56311E-05
canvas weaver,1,1.56311E-05
canvasser,1,1.56311E-05
"canvasser, assurance company",1,1.56311E-05
cap maker,2,3.12622E-05
cap manufacturer,1,1.56311E-05
cap-maker,1,1.56311E-05
capenter,1,1.56311E-05
capsule maker,1,1.56311E-05
"capt, army",1,1.56311E-05
captain,7,0.000109418
captain - merchant marine,1,1.56311E-05
captain - royal garrison artillery,1,1.56311E-05
captain ( in reserve ),1,1.56311E-05
captain [master mariner],1,1.56311E-05
"captain & adjutant, militia",1,1.56311E-05
captain and ship owner,1,1.56311E-05
captain army,1,1.56311E-05
captain coldstream guards,1,1.56311E-05
captain hm forces,1,1.56311E-05
captain in army,1,1.56311E-05
captain in royal navy,1,1.56311E-05
captain of keel,3,4.68933E-05
captain of militia,1,1.56311E-05
captain of vessels,1,1.56311E-05
captain r a,1,1.56311E-05
captain r.a.m.c.,2,3.12622E-05
captain rn,1,1.56311E-05
"captain, army",1,1.56311E-05
"captain, merchant service (deceased)",1,1.56311E-05
"captain, r.n.",1,1.56311E-05
"captain, raoc",1,1.56311E-05
"captain, reme",1,1.56311E-05
car driver,1,1.56311E-05
car man,5,7.81555E-05
car parts shop owner,1,1.56311E-05
car proprietor,3,4.68933E-05
car worker,1,1.56311E-05
caramel wrapper in sweet factory,1,1.56311E-05
carbon makers lab,1,1.56311E-05
carbonizer [rag],1,1.56311E-05
card cleaner,1,1.56311E-05
card cleaner (in woollen mill),1,1.56311E-05
card dresser,1,1.56311E-05
"card dresser, clothing factory",1,1.56311E-05
card enameller,1,1.56311E-05
card fettler,1,1.56311E-05
card folder,1,1.56311E-05
card machine maker,2,3.12622E-05
card maker,4,6.25244E-05
card room hand,3,4.68933E-05
card room hand (in cotton mill),1,1.56311E-05
card stamper,1,1.56311E-05
cardboard book maker,1,1.56311E-05
cardboard box maker,6,9.37866E-05
cardboard box manufacturer,3,4.68933E-05
cardenter,1,1.56311E-05
carder,17,0.000265729
carder ( cotton mill),3,4.68933E-05
carder (in cotton mill ),1,1.56311E-05
carding master,1,1.56311E-05
cardmaker,5,7.81555E-05
cardmaker (wool trade),1,1.56311E-05
cardroom hand,1,1.56311E-05
care assistant,1,1.56311E-05
care taker,1,1.56311E-05
carer,1,1.56311E-05
caretaker,7,0.000109418
caretaker (at skin market ),1,1.56311E-05
caretaker (cemetry ),1,1.56311E-05
"caretaker, town hall",1,1.56311E-05
cargo superintendant,1,1.56311E-05
cargo surveyor,1,1.56311E-05
carman,126,0.001969519
carman (contractors),1,1.56311E-05
carman (trams),1,1.56311E-05
carman / mineral waters,1,1.56311E-05
"carman, gas board",3,4.68933E-05
carmen,1,1.56311E-05
carpenter,1227,0.019179367
carpenter -,1,1.56311E-05
carpenter (builder),5,7.81555E-05
carpenter (master),1,1.56311E-05
carpenter (railway),1,1.56311E-05
carpenter & builder,1,1.56311E-05
carpenter & joiner,14,0.000218835
carpenter and builder,2,3.12622E-05
carpenter and cartwright,1,1.56311E-05
carpenter and gilder,1,1.56311E-05
carpenter and joiner,6,9.37866E-05
carpenter builder,1,1.56311E-05
carpenter rn,1,1.56311E-05
"carpenter, inspector of works",1,1.56311E-05
"carpenter, joiner, modelmaker journeyman",1,1.56311E-05
"carpenter, master",2,3.12622E-05
"carpenter, merchant service",2,3.12622E-05
"carpenter, semi retired",1,1.56311E-05
"carpenter, timber merchant",1,1.56311E-05
"carpenter, tramways",1,1.56311E-05
carpenter/wheelwright/boatbuilder,1,1.56311E-05
carpenters labourer,1,1.56311E-05
carpenters mate,1,1.56311E-05
carpenters mate rn,1,1.56311E-05
carpentry,2,3.12622E-05
carpet binder,1,1.56311E-05
carpet cleaner,1,1.56311E-05
carpet designer,2,3.12622E-05
"carpet fitter, planner and cutter",1,1.56311E-05
carpet maker,1,1.56311E-05
carpet manufacturer,5,7.81555E-05
carpet planner,4,6.25244E-05
carpet printer,1,1.56311E-05
carpet salesman,2,3.12622E-05
carpet setter,1,1.56311E-05
carpet sewer,1,1.56311E-05
carpet weaver,21,0.000328253
carpet winder,1,1.56311E-05
carriage and cab proprietor,1,1.56311E-05
carriage builder,3,4.68933E-05
carriage builder (railway),1,1.56311E-05
carriage cleaner,1,1.56311E-05
carriage examiner,2,3.12622E-05
carriage finisher,2,3.12622E-05
carriage hand,1,1.56311E-05
carriage proprietor,4,6.25244E-05
carriage proprietor and carter,1,1.56311E-05
carriage spring manufacturer,1,1.56311E-05
carriage trimmer,3,4.68933E-05
carriage works employee,1,1.56311E-05
carriage works tinsmith,3,4.68933E-05
carrier,78,0.001219226
carrier master,1,1.56311E-05
carrier/coal & coke merchant,1,1.56311E-05
carriers agent ( railway ),1,1.56311E-05
carriers carman,1,1.56311E-05
carriers clerk,1,1.56311E-05
carrriage builder,1,1.56311E-05
cart drawer,1,1.56311E-05
cart driver,6,9.37866E-05
cart driver (railway),1,1.56311E-05
cart owner,3,4.68933E-05
cartage contractor,1,1.56311E-05
cartage contractors timekeeper,1,1.56311E-05
cartdriver,1,1.56311E-05
carter,205,0.003204377
carter (carrier),1,1.56311E-05
carter (corporation dustcarts),1,1.56311E-05
carter for brick manufacturer,1,1.56311E-05
carter of coal,1,1.56311E-05
carter warehouseman,1,1.56311E-05
"carter, master",1,1.56311E-05
carter?,1,1.56311E-05
carter/carrier,2,3.12622E-05
carter/coachman,1,1.56311E-05
carter/haulier,2,3.12622E-05
carters labourer,1,1.56311E-05
carther,1,1.56311E-05
carting agent,1,1.56311E-05
carting contractor,2,3.12622E-05
cartman,8,0.000125049
cartridge greaser,1,1.56311E-05
cartwright,3,4.68933E-05
carver,16,0.000250098
carver & gilder,6,9.37866E-05
carver and gilder,13,0.000203204
carver in restaurant,2,3.12622E-05
case maker,2,3.12622E-05
casemaker,1,1.56311E-05
cashier,21,0.000328253
cashier (biscuit works ),1,1.56311E-05
cashier (biscuit works),1,1.56311E-05
cashier (for bus company ),1,1.56311E-05
cashier (in haberdashery ),1,1.56311E-05
cashier (printing firm ),2,3.12622E-05
cashier (retired),1,1.56311E-05
cashier (to shipping company ),1,1.56311E-05
cashier (tramways dept ),1,1.56311E-05
cashier and shop assistant,1,1.56311E-05
cashier at calico printworks,1,1.56311E-05
cashier at co operative society,1,1.56311E-05
cashier at colliery,2,3.12622E-05
cashier in london store,1,1.56311E-05
cast iron moulder,1,1.56311E-05
caster,5,7.81555E-05
castle governer,1,1.56311E-05
castrator,1,1.56311E-05
casual gardener & labourer,1,1.56311E-05
caterer,5,7.81555E-05
catering manager,3,4.68933E-05
catering manageress,2,3.12622E-05
cathedral organist,1,1.56311E-05
cattle breeder,1,1.56311E-05
cattle dealer,29,0.000453302
cattle drover,1,1.56311E-05
cattle food packer,1,1.56311E-05
cattle jobber,2,3.12622E-05
cattle man,1,1.56311E-05
cattle merchant,1,1.56311E-05
cattle rancher,1,1.56311E-05
cattle salesman,1,1.56311E-05
cattle spice manufacturer,4,6.25244E-05
cattle/sheep dealer,1,1.56311E-05
cattleman,2,3.12622E-05
cattler dealer,1,1.56311E-05
caulker,16,0.000250098
caulker ( shipyard ),1,1.56311E-05
caulker (in hm dockyard ),3,4.68933E-05
causewayer,1,1.56311E-05
cellarman,23,0.000359515
cellerman,1,1.56311E-05
cement merchant,2,3.12622E-05
cement worker,1,1.56311E-05
cement worker ( brick co. ),1,1.56311E-05
cement works employee,1,1.56311E-05
cement works foreman,1,1.56311E-05
cement works lab,1,1.56311E-05
cement works labourer,1,1.56311E-05
cemetary caretaker,1,1.56311E-05
cemetery porter,1,1.56311E-05
central heating & plumber engineer,1,1.56311E-05
centre lathe turner,1,1.56311E-05
certified nurse,1,1.56311E-05
